location_id,location_name,address,city,state,zip_code,region,phone,manager,open_date,is_active,square_footage,employee_count
LOC-0176,Lincare NH_City_1 #2,566 Main Blvd,NH_City_1,NH,74625,Southwest,(268) 813-6927,Nancy Jackson,2019-07-24,True,6644,35
LOC-0177,Lincare WA_City_1 #5,9525 Main Blvd,WA_City_1,WA,31344,Midwest,(795) 259-3394,Linda Anderson,2006-01-28,True,1933,22
LOC-0178,Lincare MT_City_2 #3,898 Pine Blvd,MT_City_2,MT,79417,Mid-Atlantic,(854) 278-9419,Joseph Garcia,2004-03-28,True,2869,39
LOC-0179,Lincare MN_City_2 #3,4547 Market Blvd,MN_City_2,MN,22561,Pacific,(747) 793-6761,David Smith,2006-02-21,True,4555,36
LOC-0180,Lincare NH_City_2 #1,3669 Oak Rd,NH_City_2,NH,38981,Southeast,(392) 772-9612,Margaret Moore,2005-02-10,True,2125,12
LOC-0181,Lincare Atlanta #3,5204 Market Blvd,Atlanta,GA,28220,Southwest,(652) 811-9570,Linda Garcia,2013-08-31,True,2471,19
LOC-0182,Lincare Athens #2,5136 Oak Ave,Athens,GA,27067,Southeast,(280) 635-2830,Michael Smith,2021-09-21,True,1848,17
LOC-0183,Lincare DE_City_1 #5,9818 Main Dr,DE_City_1,DE,25587,Pacific,(459) 244-2085,Jennifer Smith,2004-04-30,True,6429,18
LOC-0184,Lincare SC_City_1 #3,579 Main Ave,SC_City_1,SC,46356,Southeast,(793) 556-6770,Richard Taylor,2010-11-06,True,2059,11
LOC-0185,Lincare SC_City_1 #2,3238 Pine Ave,SC_City_1,SC,80402,West,(204) 942-2616,Joseph Taylor,2021-04-17,True,6328,16
LOC-0186,Lincare NM_City_3 #2,5913 Elm Dr,NM_City_3,NM,38085,Northeast,(726) 433-7677,William Hernandez,2005-07-18,True,5757,13
LOC-0187,Lincare ND_City_2 #3,9228 Market St,ND_City_2,ND,20780,Mid-Atlantic,(535) 705-2895,Maria Martinez,2020-06-30,True,4055,33
LOC-0188,Lincare KY_City_3 #3,7111 Oak St,KY_City_3,KY,72347,Southwest,(895) 576-3937,James Thomas,2004-09-19,True,5781,10
LOC-0189,Lincare Orlando #4,9775 Main Ave,Orlando,FL,18481,Southwest,(572) 403-6548,Joseph Martin,2018-02-18,True,4979,36
LOC-0190,Lincare MD_City_3 #5,9826 Pine Dr,MD_City_3,MD,56674,Pacific,(687) 882-7626,Nancy Taylor,2012-07-05,True,5224,11
LOC-0191,Lincare Miami #4,3881 Market Ave,Miami,FL,13895,Southwest,(301) 955-1865,Michael Thomas,2001-03-14,False,4634,43
LOC-0192,Lincare VA_City_2 #3,1678 Health St,VA_City_2,VA,96649,Southeast,(969) 732-9064,Karen Miller,2013-03-02,True,5516,37
LOC-0193,Lincare ME_City_3 #5,9055 Main St,ME_City_3,ME,66414,Midwest,(321) 592-8374,Linda Gonzalez,2019-11-07,True,1769,16
LOC-0194,Lincare Scranton #3,2789 Elm Dr,Scranton,PA,27627,Pacific,(519) 932-7374,Nancy Brown,2022-01-02,True,7114,39
LOC-0195,Lincare RI_City_2 #5,2660 Cedar St,RI_City_2,RI,61299,Southwest,(469) 706-7189,Elizabeth Martinez,2014-05-17,True,6337,7
LOC-0196,Lincare Savannah #5,540 Health Blvd,Savannah,GA,59882,Midwest,(299) 638-6654,Elizabeth Wilson,2015-10-04,True,3500,20
LOC-0197,Lincare LA_City_3 #5,1491 Market St,LA_City_3,LA,49965,Midwest,(317) 545-3781,James Moore,2014-08-18,True,6888,32
LOC-0198,Lincare RI_City_3 #3,434 Market Dr,RI_City_3,RI,87068,Southwest,(222) 524-7188,Maria Hernandez,2004-05-20,True,2319,18
LOC-0199,Lincare MS_City_2 #3,2830 Cedar Blvd,MS_City_2,MS,57622,West,(646) 406-9142,Michael Moore,2009-08-08,True,1889,24
LOC-0200,Lincare RI_City_2 #2,1606 Market Rd,RI_City_2,RI,22416,Pacific,(806) 544-5478,Michael Jackson,2021-04-26,True,4345,9
LOC-0201,Lincare UT_City_2 #3,7192 Market Rd,UT_City_2,UT,51071,West,(404) 624-7591,Sarah Martin,2020-04-30,True,5985,16
LOC-0202,Lincare AZ_City_3 #5,3156 Cedar Dr,AZ_City_3,AZ,37912,Mid-Atlantic,(876) 960-8656,Sarah Moore,2019-06-16,True,7452,45
LOC-0203,Lincare Fresno #3,7677 Oak Ave,Fresno,CA,29722,Southeast,(964) 901-5919,Susan Wilson,2014-04-17,True,2027,45
LOC-0204,Lincare KS_City_2 #3,2731 Pine Rd,KS_City_2,KS,40950,Midwest,(615) 444-2860,David Miller,2001-03-29,True,4043,34
LOC-0205,Lincare ND_City_3 #4,706 Oak Ave,ND_City_3,ND,45744,Southwest,(339) 229-5233,Sarah Moore,2007-11-23,True,1845,36
LOC-0206,Lincare AZ_City_1 #1,5243 Cedar Blvd,AZ_City_1,AZ,18333,Pacific,(616) 572-2479,Maria Jones,2010-08-03,True,7516,37
LOC-0207,Lincare Ft Lauderdale #5,8705 Pine Dr,Ft Lauderdale,FL,21829,Mid-Atlantic,(443) 814-3003,Linda Hernandez,2017-06-28,True,7594,20
LOC-0208,Lincare NJ_City_1 #1,2969 Oak Blvd,NJ_City_1,NJ,67602,Southeast,(618) 460-1916,Nancy Moore,2016-10-22,True,2425,25
LOC-0209,Lincare OR_City_2 #2,4650 Health Ave,OR_City_2,OR,57578,Southwest,(686) 932-7025,Jennifer Smith,2001-07-24,True,6924,8
LOC-0210,Lincare WA_City_3 #3,9155 Elm Blvd,WA_City_3,WA,93748,Southeast,(917) 571-2999,Margaret Davis,2019-11-05,True,4719,21
LOC-0211,Lincare Detroit #2,4972 Oak Ave,Detroit,MI,67520,Pacific,(846) 524-7656,Robert Rodriguez,2003-08-05,True,5527,35
LOC-0212,Lincare WY_City_2 #3,7020 Health St,WY_City_2,WY,31016,Pacific,(915) 467-9295,Michael Lopez,2018-11-17,True,5986,25
LOC-0213,Lincare Yonkers #1,3110 Market Dr,Yonkers,NY,94030,Northeast,(339) 203-7564,Joseph Martinez,2014-01-27,True,2407,15
LOC-0214,Lincare LA_City_3 #2,9832 Market Dr,LA_City_3,LA,51864,Mid-Atlantic,(662) 689-3187,Sarah Garcia,2014-09-11,True,3127,10
LOC-0215,Lincare NH_City_2 #4,6282 Health Rd,NH_City_2,NH,39423,Southeast,(221) 223-4747,Michael Anderson,2008-11-22,True,2882,8
LOC-0216,Lincare NV_City_3 #5,4362 Oak St,NV_City_3,NV,58224,Southwest,(374) 780-2922,James Taylor,2019-07-09,True,5216,36
LOC-0217,Lincare Orlando #2,3221 Health Blvd,Orlando,FL,47743,Mid-Atlantic,(964) 706-7259,David Wilson,2009-04-08,True,3818,17
LOC-0218,Lincare NH_City_1 #2,571 Pine Blvd,NH_City_1,NH,40865,Southwest,(832) 661-5068,Elizabeth Jackson,2020-07-20,True,5341,13
LOC-0219,Lincare MN_City_3 #2,6383 Market Dr,MN_City_3,MN,88275,Southwest,(462) 274-2561,Margaret Johnson,2002-05-03,True,3423,35
LOC-0220,Lincare MO_City_3 #5,845 Main Blvd,MO_City_3,MO,76131,Mid-Atlantic,(834) 590-5956,Maria Lopez,2005-12-06,False,6083,7
LOC-0221,Lincare SC_City_1 #2,8353 Elm Blvd,SC_City_1,SC,71352,Midwest,(335) 291-6198,Lisa Wilson,2006-05-12,True,4066,7
LOC-0222,Lincare Columbus #3,6007 Elm Blvd,Columbus,GA,44500,Pacific,(827) 979-5321,Lisa Hernandez,2019-07-19,True,4084,36
LOC-0223,Lincare ID_City_3 #4,971 Oak Ave,ID_City_3,ID,17152,Pacific,(435) 387-1587,Nancy Rodriguez,2007-05-03,True,5075,12
LOC-0224,Lincare ND_City_1 #3,9289 Elm Dr,ND_City_1,ND,74616,Southwest,(315) 937-3425,William Lopez,2004-03-13,True,3827,16
LOC-0225,Lincare Springfield #3,9328 Market Rd,Springfield,IL,37839,West,(797) 204-9618,Richard Wilson,2003-06-12,True,5580,11
LOC-0226,Lincare MS_City_1 #1,6558 Pine Rd,MS_City_1,MS,23902,Midwest,(531) 357-1473,Michael Anderson,2021-07-10,True,3706,43
LOC-0227,Lincare VT_City_1 #1,7523 Pine Rd,VT_City_1,VT,26950,Midwest,(416) 249-5635,Linda Johnson,2003-03-04,True,6433,29
LOC-0228,Lincare CT_City_2 #2,4033 Health Dr,CT_City_2,CT,21690,Midwest,(221) 413-3669,Maria Gonzalez,2012-10-12,True,6858,14
LOC-0229,Lincare Miami #4,5180 Market Rd,Miami,FL,27208,Southwest,(567) 881-2574,Elizabeth Taylor,2008-12-18,True,4679,35
LOC-0230,Lincare MD_City_3 #4,1578 Health Dr,MD_City_3,MD,58265,West,(828) 390-8112,Susan Williams,2001-10-24,True,5297,19
LOC-0231,Lincare UT_City_3 #2,8215 Cedar Rd,UT_City_3,UT,21006,Mid-Atlantic,(497) 679-8165,Michael Thomas,2013-06-22,True,2546,24
LOC-0232,Lincare LA_City_3 #3,9414 Main Rd,LA_City_3,LA,20031,Southwest,(246) 725-2763,Lisa Wilson,2018-07-11,True,6913,41
LOC-0233,Lincare ME_City_2 #5,1439 Health Rd,ME_City_2,ME,12132,Midwest,(316) 958-8583,Richard Garcia,2017-08-17,True,4909,24
LOC-0234,Lincare MN_City_3 #4,7471 Cedar Blvd,MN_City_3,MN,54739,Mid-Atlantic,(391) 416-4032,Michael Martin,2011-08-19,True,2371,32
LOC-0235,Lincare OR_City_1 #4,2011 Main Ave,OR_City_1,OR,95957,Northeast,(688) 671-7637,Nancy Martinez,2016-03-07,True,7154,30
LOC-0236,Lincare Detroit #2,327 Oak St,Detroit,MI,12082,Southeast,(912) 392-1439,Joseph Thomas,2006-07-06,True,5069,45
LOC-0237,Lincare OR_City_1 #3,7692 Oak Dr,OR_City_1,OR,65296,Northeast,(222) 319-3721,David Anderson,2021-10-04,True,5182,42
LOC-0238,Lincare LA_City_1 #5,6518 Main Blvd,LA_City_1,LA,11032,Midwest,(305) 845-8074,Susan Thomas,2013-01-16,True,4774,36
LOC-0239,Lincare Akron #5,8093 Oak St,Akron,OH,79246,Mid-Atlantic,(219) 632-6174,Margaret Williams,2012-01-06,True,4917,35
LOC-0240,Lincare Jacksonville #3,7445 Market Dr,Jacksonville,FL,12727,West,(365) 494-4149,Nancy Lopez,2019-08-27,True,3299,42
LOC-0241,Lincare VA_City_2 #4,2248 Pine Dr,VA_City_2,VA,64638,West,(889) 868-6902,Nancy Garcia,2009-04-17,True,7637,10
LOC-0242,Lincare VT_City_2 #2,3368 Oak Rd,VT_City_2,VT,74511,Southeast,(303) 625-9089,Jennifer Davis,2009-05-24,True,1648,27
LOC-0243,Lincare ME_City_2 #2,2962 Health Rd,ME_City_2,ME,14190,Mid-Atlantic,(265) 545-8055,William Martin,2010-03-03,True,3335,36
LOC-0244,Lincare ME_City_2 #3,864 Health Rd,ME_City_2,ME,45060,Pacific,(354) 906-9444,William Johnson,2019-08-22,True,7691,12
LOC-0245,Lincare DE_City_3 #1,9315 Main Rd,DE_City_3,DE,23816,West,(371) 845-2934,Joseph Lopez,2007-01-16,True,7301,33
LOC-0246,Lincare Toledo #1,2627 Market Blvd,Toledo,OH,53857,Mid-Atlantic,(341) 325-4307,Karen Wilson,2000-04-17,True,5380,26
LOC-0247,Lincare MA_City_3 #1,4458 Pine Dr,MA_City_3,MA,57270,Southeast,(844) 880-5021,David Taylor,2018-12-01,True,2630,32
LOC-0248,Lincare NH_City_2 #5,6027 Main Dr,NH_City_2,NH,29082,Southwest,(988) 210-9476,Michael Williams,2015-03-05,True,7827,15
LOC-0249,Lincare NJ_City_1 #1,2573 Cedar St,NJ_City_1,NJ,92786,Southwest,(930) 876-9516,Jennifer Wilson,2018-01-12,True,7240,40
LOC-0250,Lincare Ann Arbor #3,5738 Main Blvd,Ann Arbor,MI,79178,Mid-Atlantic,(825) 350-7618,Karen Miller,2019-11-01,True,7902,30
LOC-0251,Lincare IA_City_2 #1,8905 Pine Dr,IA_City_2,IA,26515,Northeast,(732) 753-5651,Joseph Williams,2022-12-14,True,5770,26
LOC-0252,Lincare Dallas #1,8946 Cedar Blvd,Dallas,TX,41632,Northeast,(992) 511-7926,Lisa Brown,2002-09-09,True,3627,45
LOC-0253,Lincare Cincinnati #1,2143 Elm Blvd,Cincinnati,OH,85030,Northeast,(954) 205-8424,Linda Davis,2010-06-28,True,3830,41
LOC-0254,Lincare VA_City_1 #4,8614 Market Ave,VA_City_1,VA,23792,Mid-Atlantic,(535) 728-4154,Elizabeth Anderson,2004-05-24,True,4987,31
LOC-0255,Lincare CT_City_1 #4,2230 Elm Ave,CT_City_1,CT,68479,Northeast,(279) 578-9622,Maria Jackson,2017-09-16,True,6286,36
LOC-0256,Lincare San Antonio #4,6930 Health Ave,San Antonio,TX,28919,Southwest,(717) 330-8942,Karen Jones,2005-04-18,True,5230,35
LOC-0257,Lincare AR_City_3 #5,6151 Main Rd,AR_City_3,AR,63558,Southeast,(312) 323-7055,Jennifer Johnson,2006-11-16,True,3997,28
LOC-0258,Lincare Warren #1,2440 Oak Rd,Warren,MI,65280,Southwest,(249) 512-5644,Joseph Garcia,2021-12-04,True,5985,27
LOC-0259,Lincare CO_City_1 #4,9489 Pine Rd,CO_City_1,CO,69293,Southwest,(545) 586-8786,David Jones,2022-08-23,True,7739,33
LOC-0260,Lincare VT_City_2 #3,1563 Health Rd,VT_City_2,VT,97097,Southeast,(838) 619-7344,Thomas Gonzalez,2015-03-17,True,6992,33
LOC-0261,Lincare WY_City_2 #1,2813 Market St,WY_City_2,WY,84972,Mid-Atlantic,(845) 990-6060,Margaret Brown,2003-10-27,True,6568,39
LOC-0262,Lincare RI_City_1 #5,3203 Health Dr,RI_City_1,RI,75881,West,(219) 323-9713,Richard Smith,2012-05-01,True,3509,42
LOC-0263,Lincare NM_City_1 #5,5349 Elm Rd,NM_City_1,NM,15896,Pacific,(703) 223-6569,Susan Garcia,2018-08-12,True,5824,25
LOC-0264,Lincare NE_City_2 #1,1727 Cedar Ave,NE_City_2,NE,47401,Northeast,(347) 387-5187,Michael Jones,2013-10-05,False,7059,15
LOC-0265,Lincare Fresno #2,545 Market St,Fresno,CA,49062,Midwest,(599) 301-6243,David Wilson,2014-07-17,True,2490,8
LOC-0266,Lincare IA_City_1 #5,9701 Oak Dr,IA_City_1,IA,76666,Pacific,(970) 716-7308,William Rodriguez,2002-09-20,True,6031,31
LOC-0267,Lincare CO_City_2 #4,3929 Main Blvd,CO_City_2,CO,82623,Northeast,(800) 891-2663,Thomas Moore,2005-08-19,True,4832,33
LOC-0268,Lincare CT_City_3 #2,2432 Pine Rd,CT_City_3,CT,32044,West,(451) 750-7942,Margaret Anderson,2001-11-15,True,5306,44
LOC-0269,Lincare MA_City_3 #1,1085 Elm Blvd,MA_City_3,MA,88363,Southeast,(456) 896-7228,Elizabeth Miller,2022-11-22,True,2822,39
LOC-0270,Lincare RI_City_1 #1,6576 Market St,RI_City_1,RI,28304,Midwest,(942) 769-5578,Susan Miller,2022-08-23,False,4107,26
LOC-0271,Lincare Austin #4,4573 Oak Blvd,Austin,TX,54778,Pacific,(415) 670-6381,James Jones,2000-02-03,True,1535,5
LOC-0272,Lincare VA_City_1 #5,8111 Health Dr,VA_City_1,VA,80533,Southwest,(283) 864-2270,Margaret Smith,2019-12-20,True,4391,29
LOC-0273,Lincare SD_City_2 #2,238 Main Dr,SD_City_2,SD,58559,Southwest,(397) 655-1153,Thomas Smith,2012-08-11,True,7309,27
LOC-0274,Lincare IA_City_1 #5,5067 Health Ave,IA_City_1,IA,40704,Pacific,(705) 571-1602,Sarah Thomas,2009-05-18,True,6730,30
LOC-0275,Lincare Sarasota #5,8297 Elm Ave,Sarasota,FL,82323,Midwest,(398) 875-3875,Michael Jackson,2005-10-02,True,2543,21
LOC-0276,Lincare RI_City_1 #3,3243 Health St,RI_City_1,RI,98832,West,(745) 829-5143,Margaret Anderson,2000-02-02,True,6750,8
LOC-0277,Lincare MN_City_2 #4,4589 Main Rd,MN_City_2,MN,71156,Pacific,(707) 570-9474,Robert Davis,2002-02-08,True,4941,39
LOC-0278,Lincare NM_City_2 #4,3288 Pine St,NM_City_2,NM,84949,Northeast,(225) 955-4696,Susan Williams,2011-03-19,True,4197,24
LOC-0279,Lincare CO_City_3 #1,556 Elm Dr,CO_City_3,CO,13148,Mid-Atlantic,(806) 841-6477,Sarah Davis,2004-11-01,True,4291,8
LOC-0280,Lincare MS_City_3 #2,1294 Health Rd,MS_City_3,MS,91207,Pacific,(649) 982-2567,Karen Jackson,2005-08-07,True,1997,7
LOC-0281,Lincare NE_City_2 #1,2189 Main Dr,NE_City_2,NE,17181,Pacific,(508) 825-8075,Michael Brown,2002-07-03,True,3915,29
LOC-0282,Lincare NV_City_1 #4,3919 Health Rd,NV_City_1,NV,96471,West,(838) 210-8428,Maria Anderson,2019-03-16,True,6572,11
LOC-0283,Lincare MS_City_3 #1,7539 Cedar Blvd,MS_City_3,MS,87045,Mid-Atlantic,(397) 310-2682,James Martin,2003-01-11,True,3086,41
LOC-0284,Lincare Athens #3,5922 Elm Dr,Athens,GA,91376,West,(655) 390-4983,David Johnson,2002-09-18,True,6288,32
LOC-0285,Lincare Dayton #3,5198 Cedar Rd,Dayton,OH,29087,Pacific,(350) 680-6057,Linda Martinez,2016-07-17,False,5740,42
LOC-0286,Lincare VT_City_3 #1,3989 Cedar Rd,VT_City_3,VT,17157,Southeast,(632) 552-4201,Joseph Miller,2003-01-25,True,6971,35
LOC-0287,Lincare WA_City_3 #5,5525 Health Rd,WA_City_3,WA,84199,Southwest,(543) 830-5909,Susan Hernandez,2007-04-12,True,7965,7
LOC-0288,Lincare ND_City_1 #2,3872 Elm Rd,ND_City_1,ND,37936,Northeast,(444) 692-6431,Maria Miller,2017-12-15,True,1555,28
LOC-0289,Lincare AL_City_1 #1,9188 Main Ave,AL_City_1,AL,48086,Midwest,(650) 399-6896,Robert Smith,2008-12-06,True,2926,19
LOC-0290,Lincare ME_City_3 #3,9185 Oak Ave,ME_City_3,ME,35688,Southeast,(222) 380-5289,William Smith,2006-02-26,True,7950,12
LOC-0291,Lincare MS_City_1 #4,4034 Pine Blvd,MS_City_1,MS,96626,Midwest,(375) 739-8106,Michael Brown,2006-06-24,True,2571,17
LOC-0292,Lincare IA_City_3 #3,5309 Cedar Dr,IA_City_3,IA,93380,Southwest,(450) 247-4098,Margaret Martinez,2006-08-31,True,1936,45
LOC-0293,Lincare MD_City_1 #5,9669 Elm Ave,MD_City_1,MD,20670,Pacific,(681) 879-2062,Richard Taylor,2017-05-29,True,6784,37
LOC-0294,Lincare MT_City_2 #4,3032 Pine Blvd,MT_City_2,MT,78875,West,(911) 694-9106,Nancy Rodriguez,2017-12-26,True,7976,42
LOC-0295,Lincare UT_City_1 #2,3425 Elm Ave,UT_City_1,UT,61891,Southeast,(423) 513-7963,Maria Jackson,2007-01-19,True,4564,21
LOC-0296,Lincare Philadelphia #1,4934 Elm Rd,Philadelphia,PA,56081,Southeast,(435) 797-1674,Karen Taylor,2015-02-02,True,5330,32
LOC-0297,Lincare NH_City_2 #4,5294 Pine Dr,NH_City_2,NH,13239,Pacific,(383) 652-4830,Sarah Williams,2016-02-09,True,3912,37
LOC-0298,Lincare Akron #1,4628 Oak St,Akron,OH,25543,Mid-Atlantic,(273) 568-1627,Margaret Miller,2014-12-21,True,4197,21
LOC-0299,Lincare Ann Arbor #3,3223 Market Rd,Ann Arbor,MI,28070,Pacific,(970) 933-9898,Sarah Smith,2013-06-07,True,4339,30
LOC-0300,Lincare NV_City_3 #1,7833 Market Rd,NV_City_3,NV,29566,Pacific,(607) 433-4717,Joseph Thomas,2010-06-26,True,7938,40
LOC-0301,Lincare Yonkers #4,5681 Health St,Yonkers,NY,51035,Pacific,(392) 639-7843,Joseph Anderson,2020-03-08,True,1746,28
LOC-0302,Lincare Macon #2,5106 Market St,Macon,GA,75509,Pacific,(874) 563-6567,Thomas Wilson,2019-02-04,True,4804,39
LOC-0303,Lincare Warren #1,9399 Health St,Warren,MI,28236,West,(357) 538-7404,Maria Miller,2017-07-10,True,4665,17
LOC-0304,Lincare Charlotte #5,7497 Market Blvd,Charlotte,NC,22221,Midwest,(375) 306-3910,Robert Martin,2021-12-01,True,3130,9
LOC-0305,Lincare NE_City_2 #2,4869 Market Rd,NE_City_2,NE,19172,Southeast,(665) 258-7039,Lisa Smith,2007-09-16,True,4865,30
LOC-0306,Lincare Chicago #5,6955 Elm St,Chicago,IL,60986,Southeast,(411) 333-4369,Jennifer Wilson,2021-04-18,True,6211,24
LOC-0307,Lincare SC_City_1 #4,4612 Oak St,SC_City_1,SC,28702,West,(656) 265-7541,Thomas Taylor,2014-10-02,True,5521,34
LOC-0308,Lincare Syracuse #1,4817 Market Dr,Syracuse,NY,55453,Northeast,(917) 928-5873,Maria Martin,2007-11-09,True,2971,44
LOC-0309,Lincare WI_City_2 #4,3105 Market Rd,WI_City_2,WI,22521,Southwest,(602) 915-1715,Thomas Garcia,2012-04-12,True,5905,23
LOC-0310,Lincare VT_City_1 #2,8185 Elm Rd,VT_City_1,VT,25889,Mid-Atlantic,(577) 278-2723,Lisa Hernandez,2018-05-25,True,3570,18
LOC-0311,Lincare Columbus #1,1299 Market Dr,Columbus,OH,59958,Southwest,(551) 963-7542,Joseph Gonzalez,2001-09-10,True,2439,13
LOC-0312,Lincare MN_City_3 #4,8042 Elm St,MN_City_3,MN,20819,Mid-Atlantic,(761) 872-4969,Karen Jones,2021-02-12,True,2821,15
LOC-0313,Lincare AZ_City_3 #2,4919 Main Rd,AZ_City_3,AZ,61229,Northeast,(372) 279-1183,Sarah Jones,2019-10-07,True,3274,7
LOC-0314,Lincare VA_City_3 #4,882 Health Rd,VA_City_3,VA,94018,Southeast,(878) 933-2684,Maria Martinez,2019-12-01,True,1538,8
LOC-0315,Lincare NE_City_1 #3,4008 Oak St,NE_City_1,NE,12102,Southeast,(631) 228-1238,Linda Miller,2002-11-01,True,2291,15
LOC-0316,Lincare WI_City_1 #4,8496 Main Blvd,WI_City_1,WI,52294,Northeast,(775) 841-4105,Joseph Moore,2017-09-20,True,2489,19
LOC-0317,Lincare KS_City_1 #3,2944 Main Dr,KS_City_1,KS,95720,Midwest,(523) 212-7376,Joseph Anderson,2009-11-15,True,3781,44
LOC-0318,Lincare MT_City_1 #2,6835 Pine Rd,MT_City_1,MT,75480,Northeast,(304) 929-9784,Richard Rodriguez,2004-04-01,True,6668,29
LOC-0319,Lincare VA_City_3 #3,2972 Market Blvd,VA_City_3,VA,97342,Southeast,(693) 269-6490,James Martin,2020-02-19,True,6747,19
LOC-0320,Lincare Akron #1,3911 Main Rd,Akron,OH,26260,Mid-Atlantic,(516) 442-8020,Thomas Martin,2003-07-24,True,4568,36
LOC-0321,Lincare MA_City_1 #4,3448 Market St,MA_City_1,MA,41203,Southeast,(942) 812-8270,Linda Jones,2012-06-22,True,7946,7
LOC-0322,Lincare OK_City_2 #3,488 Oak Blvd,OK_City_2,OK,54922,Mid-Atlantic,(448) 410-9836,Robert Davis,2009-12-23,True,4625,38
LOC-0323,Lincare MN_City_1 #1,1158 Health Dr,MN_City_1,MN,19173,Southwest,(397) 253-3318,Joseph Jones,2004-02-12,True,5996,18
LOC-0324,Lincare LA_City_3 #4,7752 Pine Ave,LA_City_3,LA,35891,Northeast,(450) 634-3890,Thomas Martinez,2012-10-19,True,6706,17
LOC-0325,Lincare MD_City_2 #3,6624 Elm Ave,MD_City_2,MD,71697,Northeast,(651) 632-9278,Susan Jones,2021-08-15,True,4624,32
LOC-0326,Lincare CT_City_2 #5,2603 Cedar Ave,CT_City_2,CT,43723,West,(589) 674-6011,Karen Martinez,2016-10-29,True,5439,9
LOC-0327,Lincare MS_City_1 #4,3306 Oak Ave,MS_City_1,MS,10547,Mid-Atlantic,(213) 712-7131,Nancy Gonzalez,2018-08-26,True,7580,28
LOC-0328,Lincare NE_City_2 #5,1267 Elm St,NE_City_2,NE,26315,Midwest,(594) 779-3660,Joseph Wilson,2011-06-14,True,7656,27
LOC-0329,Lincare Dayton #3,1045 Market Dr,Dayton,OH,65579,Southwest,(953) 452-4970,Nancy Johnson,2016-03-18,True,7041,6
LOC-0330,Lincare WA_City_3 #2,4381 Cedar Dr,WA_City_3,WA,99268,Mid-Atlantic,(350) 460-5053,Richard Smith,2005-03-27,True,6778,29
LOC-0331,Lincare NV_City_3 #1,8595 Oak Dr,NV_City_3,NV,31734,West,(637) 458-5951,Lisa Moore,2017-03-03,True,7512,31
LOC-0332,Lincare WI_City_1 #5,5742 Health Ave,WI_City_1,WI,45261,Northeast,(966) 414-7520,Jennifer Smith,2007-07-22,True,1512,11
LOC-0333,Lincare CO_City_3 #5,6929 Market Blvd,CO_City_3,CO,66485,Southwest,(374) 380-7138,Richard Jones,2008-11-18,True,5617,12
LOC-0334,Lincare NM_City_3 #2,3141 Oak St,NM_City_3,NM,33950,Pacific,(977) 396-5249,Susan Anderson,2004-11-24,True,2860,10
LOC-0335,Lincare MA_City_1 #1,4634 Main Blvd,MA_City_1,MA,13888,Southwest,(799) 440-8829,Nancy Brown,2000-06-04,True,7658,5
LOC-0336,Lincare VT_City_3 #1,1686 Oak Rd,VT_City_3,VT,10951,Pacific,(584) 817-9520,Sarah Thomas,2021-03-24,True,6451,32
LOC-0337,Lincare MS_City_2 #3,5264 Health Ave,MS_City_2,MS,57344,Mid-Atlantic,(881) 608-7200,Robert Lopez,2014-10-24,True,1525,34
LOC-0338,Lincare WA_City_2 #2,520 Cedar St,WA_City_2,WA,79550,Mid-Atlantic,(486) 916-5072,Elizabeth Anderson,2021-04-25,True,6908,17
LOC-0339,Lincare AL_City_3 #3,372 Market Blvd,AL_City_3,AL,15997,Pacific,(953) 533-8279,Thomas Martin,2021-09-25,True,6518,10
LOC-0340,Lincare MO_City_2 #1,6405 Pine Rd,MO_City_2,MO,35569,Southwest,(929) 346-9520,Lisa Johnson,2005-09-25,True,2213,24
LOC-0341,Lincare VA_City_3 #4,2853 Elm St,VA_City_3,VA,73198,Pacific,(878) 753-4946,Thomas Miller,2007-08-24,True,6904,10
LOC-0342,Lincare DE_City_2 #1,2725 Pine Dr,DE_City_2,DE,46747,Mid-Atlantic,(425) 936-5220,Nancy Brown,2006-02-02,True,6690,36
LOC-0343,Lincare CT_City_3 #2,9536 Health Rd,CT_City_3,CT,18476,Midwest,(859) 551-7176,Maria Moore,2019-08-08,True,3331,21
LOC-0344,Lincare Miami #1,1560 Pine Rd,Miami,FL,34662,Northeast,(962) 318-7025,David Hernandez,2017-01-20,True,1513,24
LOC-0345,Lincare Fresno #2,6459 Elm Blvd,Fresno,CA,57844,West,(895) 329-9515,Thomas Brown,2017-09-24,True,5273,25
LOC-0346,Lincare ID_City_2 #2,8289 Market Dr,ID_City_2,ID,29323,Pacific,(815) 490-3389,Robert Martin,2014-05-12,True,7141,12
LOC-0347,Lincare MD_City_3 #4,3634 Elm Blvd,MD_City_3,MD,59375,West,(260) 541-3501,Joseph Davis,2002-05-11,True,7857,16
LOC-0348,Lincare ND_City_3 #3,2708 Main Rd,ND_City_3,ND,61417,Southwest,(545) 632-8756,Elizabeth Gonzalez,2017-07-17,True,7453,23
LOC-0349,Lincare MA_City_3 #5,6551 Main Ave,MA_City_3,MA,52391,Southeast,(970) 794-1886,Jennifer Anderson,2007-05-05,True,5119,35
LOC-0350,Lincare MA_City_1 #2,3305 Market St,MA_City_1,MA,57477,Southeast,(943) 789-2670,David Gonzalez,2019-02-27,True,2878,8
LOC-0351,Lincare DE_City_2 #2,959 Main Rd,DE_City_2,DE,95209,Southwest,(546) 807-8107,David Gonzalez,2010-12-28,True,3473,30
