cms_claim_id,reporting_quarter,state,city,zip_code,hcpcs_code,equipment_category,beneficiary_count,total_claims,total_allowed,total_paid,provider_type,home_health_share,competitor_count
CMS-0002291,Q4-2025,MN,MN_City_3,21889,E0601,Sleep Therapy,32,60,16343.37,12572.08,DME Supplier,False,3
CMS-0002292,Q4-2025,AR,AR_City_2,90561,E0431,Respiratory,7,147,33706.05,28646.06,Home Health Agency,False,6
CMS-0002293,Q4-2025,MI,Ann Arbor,72232,E0570,Respiratory,17,35,8338.11,8354.47,Home Health Agency,False,4
CMS-0002294,Q4-2025,ID,ID_City_3,63325,E0570,Respiratory,34,167,12665.64,42200.24,Physician Office,False,1
CMS-0002295,Q4-2025,NH,NH_City_1,56224,E0601,Sleep Therapy,34,32,49869.33,19573.96,DME Supplier,False,5
CMS-0002296,Q4-2025,IA,IA_City_1,39919,E0465,Respiratory,43,108,3107.31,6860.83,Home Health Agency,False,6
CMS-0002297,Q4-2025,GA,Atlanta,91735,E0431,Respiratory,41,76,28579.59,1645.49,Home Health Agency,False,2
CMS-0002298,Q4-2025,WI,WI_City_1,56745,E0424,Respiratory,28,69,40776.68,17189.33,Hospital Outpatient,False,5
CMS-0002299,Q4-2025,VT,VT_City_2,25278,E0601,Sleep Therapy,23,153,42358.89,20760.6,Hospital Outpatient,False,7
CMS-0002300,Q4-2025,PA,Erie,70510,E0465,Respiratory,19,170,42957.19,2878.28,Home Health Agency,True,4
CMS-0002301,Q4-2025,CA,Fresno,69105,E0433,Respiratory,9,124,34131.61,4519.32,DME Supplier,True,2
CMS-0002302,Q4-2025,LA,LA_City_3,12794,E0570,Respiratory,26,126,37497.06,35015.28,DME Supplier,True,1
CMS-0002303,Q4-2025,MN,MN_City_2,88346,E0465,Respiratory,24,97,22139.88,9567.97,Home Health Agency,False,2
CMS-0002304,Q4-2025,NC,Raleigh,67401,E0570,Respiratory,38,78,5955.62,31734.14,Home Health Agency,True,7
CMS-0002305,Q4-2025,AL,AL_City_3,95866,E0431,Respiratory,18,156,39243.37,28532.54,Physician Office,False,2
CMS-0002306,Q4-2025,RI,RI_City_2,44955,E0470,Sleep Therapy,13,186,49531.61,24554.05,Hospital Outpatient,True,1
CMS-0002307,Q4-2025,DE,DE_City_3,85507,E0465,Respiratory,2,113,36618.93,29473.38,DME Supplier,False,1
CMS-0002308,Q4-2025,AZ,AZ_City_2,76967,E0424,Respiratory,44,37,38079.84,3701.19,DME Supplier,False,7
CMS-0002309,Q4-2025,NY,Albany,54582,E0433,Respiratory,5,117,15387.77,40931.62,Hospital Outpatient,True,1
CMS-0002310,Q4-2025,KY,KY_City_1,47243,E0570,Respiratory,37,121,31750.36,2637.71,Hospital Outpatient,False,8
CMS-0002311,Q4-2025,NM,NM_City_2,22818,E0465,Respiratory,8,190,10972.11,21859.54,DME Supplier,True,6
CMS-0002312,Q4-2025,TX,El Paso,16277,E0433,Respiratory,34,127,31410.78,25101.99,Physician Office,False,5
CMS-0002313,Q4-2025,IL,Rockford,68601,E0424,Respiratory,1,93,29621.66,11398.79,Hospital Outpatient,True,2
CMS-0002314,Q4-2025,SD,SD_City_3,92929,E0431,Respiratory,37,20,44800.01,9933.13,DME Supplier,False,8
CMS-0002315,Q4-2025,SD,SD_City_1,67975,E0424,Respiratory,40,86,48919.88,9330.78,Hospital Outpatient,True,3
CMS-0002316,Q4-2025,FL,Orlando,65780,E0431,Respiratory,6,28,36274.76,14451.28,Home Health Agency,False,5
CMS-0002317,Q4-2025,NJ,NJ_City_3,28954,E0601,Sleep Therapy,33,23,43303.21,39444.41,DME Supplier,True,2
CMS-0002318,Q4-2025,GA,Savannah,88160,E0431,Respiratory,25,27,6327.21,8759.0,DME Supplier,True,3
CMS-0002319,Q4-2025,NC,Charlotte,61474,E0433,Respiratory,22,33,19957.34,38673.7,Home Health Agency,True,6
CMS-0002320,Q4-2025,CA,San Diego,95757,E0465,Respiratory,8,139,19868.76,36164.59,Hospital Outpatient,False,6
CMS-0002321,Q4-2025,OH,Cleveland,57247,E0431,Respiratory,29,162,5354.89,24221.3,Home Health Agency,False,5
CMS-0002322,Q4-2025,MS,MS_City_2,51481,E0570,Respiratory,15,160,46181.48,21645.12,DME Supplier,False,8
CMS-0002323,Q4-2025,MI,Sterling Heights,41682,E0601,Sleep Therapy,44,181,627.84,26310.12,Hospital Outpatient,False,4
CMS-0002324,Q4-2025,ID,ID_City_2,77946,E0470,Sleep Therapy,28,159,20967.24,31625.38,Hospital Outpatient,False,1
CMS-0002325,Q4-2025,AR,AR_City_2,37882,E0465,Respiratory,28,33,12227.23,38450.66,Home Health Agency,False,3
CMS-0002326,Q4-2025,WI,WI_City_3,62763,E0470,Sleep Therapy,4,25,36486.5,13756.16,Home Health Agency,False,5
CMS-0002327,Q4-2025,LA,LA_City_1,66756,E0433,Respiratory,3,16,37951.75,4027.5,DME Supplier,False,2
CMS-0002328,Q4-2025,ID,ID_City_1,10104,E0465,Respiratory,2,82,45076.14,10054.16,Physician Office,True,3
CMS-0002329,Q4-2025,MD,MD_City_2,34004,E0570,Respiratory,21,184,36672.88,41488.47,DME Supplier,True,5
CMS-0002330,Q4-2025,DE,DE_City_1,20305,E0470,Sleep Therapy,3,103,22428.22,41533.43,DME Supplier,False,6
CMS-0002331,Q4-2025,OR,OR_City_2,22403,E0570,Respiratory,16,99,31883.25,26175.33,Home Health Agency,True,3
CMS-0002332,Q4-2025,NV,NV_City_2,36524,E0570,Respiratory,21,85,23020.77,19265.42,DME Supplier,True,3
CMS-0002333,Q4-2025,WV,WV_City_3,59702,E0470,Sleep Therapy,1,33,6940.58,10902.45,DME Supplier,False,3
CMS-0002334,Q4-2025,OH,Columbus,11407,E0570,Respiratory,3,139,32388.82,1303.97,DME Supplier,False,4
CMS-0002335,Q4-2025,NE,NE_City_1,53638,E0433,Respiratory,41,159,15053.54,2501.96,Home Health Agency,False,5
CMS-0002336,Q4-2025,CA,Sacramento,91487,E0601,Sleep Therapy,10,112,20283.98,6175.76,Hospital Outpatient,False,3
CMS-0002337,Q4-2025,DE,DE_City_1,70805,E0433,Respiratory,13,100,38468.03,10382.97,Home Health Agency,True,1
CMS-0002338,Q4-2025,SD,SD_City_3,96936,E0470,Sleep Therapy,14,52,13667.28,29553.13,Physician Office,True,6
CMS-0002339,Q4-2025,AR,AR_City_1,63182,E0470,Sleep Therapy,17,84,45475.42,32624.72,Home Health Agency,True,1
CMS-0002340,Q4-2025,KY,KY_City_1,27339,E0433,Respiratory,47,66,31719.14,21247.39,Home Health Agency,False,8
CMS-0002341,Q4-2025,MT,MT_City_3,42337,E0465,Respiratory,8,106,25898.37,31315.97,Hospital Outpatient,True,6
CMS-0002342,Q4-2025,FL,Miami,15243,E0431,Respiratory,13,121,33187.89,15290.42,Home Health Agency,False,7
CMS-0002343,Q4-2025,KS,KS_City_2,33682,E0601,Sleep Therapy,21,135,32697.79,26890.0,Home Health Agency,False,1
CMS-0002344,Q4-2025,ME,ME_City_3,60904,E0570,Respiratory,26,37,39097.42,38922.28,Home Health Agency,False,8
CMS-0002345,Q4-2025,UT,UT_City_3,70374,E0465,Respiratory,47,144,16538.28,38642.04,DME Supplier,True,1
CMS-0002346,Q4-2025,VT,VT_City_3,63693,E0570,Respiratory,42,20,19942.85,25919.79,Home Health Agency,False,5
CMS-0002347,Q4-2025,RI,RI_City_3,85799,E0570,Respiratory,38,151,31229.16,5630.06,Physician Office,False,3
CMS-0002348,Q4-2025,MS,MS_City_1,17276,E0465,Respiratory,9,186,13241.16,41196.61,Hospital Outpatient,True,4
CMS-0002349,Q4-2025,WY,WY_City_3,86781,E0601,Sleep Therapy,28,129,12764.67,34898.1,Hospital Outpatient,True,1
CMS-0002350,Q4-2025,VA,VA_City_2,83093,E0570,Respiratory,19,193,6555.92,15998.08,Physician Office,False,7
CMS-0002351,Q4-2025,AZ,AZ_City_1,64519,E0431,Respiratory,44,175,5261.12,11815.28,DME Supplier,False,8
CMS-0002352,Q4-2025,ME,ME_City_3,87554,E0433,Respiratory,29,116,21947.91,12089.82,DME Supplier,True,8
CMS-0002353,Q4-2025,FL,Orlando,42047,E0465,Respiratory,43,100,19735.62,38234.54,DME Supplier,False,8
CMS-0002354,Q4-2025,NM,NM_City_2,77983,E0424,Respiratory,43,27,21696.86,26922.34,Hospital Outpatient,True,4
CMS-0002355,Q4-2025,CT,CT_City_1,67844,E0570,Respiratory,4,117,20029.08,26101.18,Physician Office,False,5
CMS-0002356,Q4-2025,ND,ND_City_3,72366,E0433,Respiratory,13,134,49446.98,24713.98,Hospital Outpatient,False,2
CMS-0002357,Q4-2025,CT,CT_City_2,99672,E0470,Sleep Therapy,20,32,37950.73,15438.11,Hospital Outpatient,True,8
CMS-0002358,Q4-2025,FL,Ft Lauderdale,49674,E0424,Respiratory,27,3,3962.5,20339.29,Home Health Agency,True,4
CMS-0002359,Q4-2025,VT,VT_City_2,98793,E0470,Sleep Therapy,17,100,9731.21,28809.34,Physician Office,False,1
CMS-0002360,Q4-2025,TN,TN_City_1,46641,E0433,Respiratory,39,123,15900.36,24661.7,Physician Office,False,8
CMS-0002361,Q4-2025,NV,NV_City_2,34048,E0433,Respiratory,49,180,6340.39,17511.0,Home Health Agency,False,3
CMS-0002362,Q4-2025,MA,MA_City_1,20111,E0470,Sleep Therapy,39,99,7527.85,16328.4,Physician Office,False,2
CMS-0002363,Q4-2025,SD,SD_City_3,15122,E0433,Respiratory,26,19,48251.95,19429.8,DME Supplier,False,2
CMS-0002364,Q4-2025,ME,ME_City_1,86758,E0424,Respiratory,46,86,27946.61,13266.31,Home Health Agency,True,3
CMS-0002365,Q4-2025,NE,NE_City_1,64909,E0424,Respiratory,1,36,27096.9,39296.67,DME Supplier,True,1
CMS-0002366,Q4-2025,NM,NM_City_1,47813,E0570,Respiratory,31,75,44172.94,32830.53,DME Supplier,False,3
CMS-0002367,Q4-2025,MS,MS_City_1,51415,E0431,Respiratory,19,88,30113.6,15210.57,Physician Office,False,4
CMS-0002368,Q4-2025,OR,OR_City_1,76651,E0601,Sleep Therapy,39,71,19968.29,31279.35,Home Health Agency,False,7
CMS-0002369,Q4-2025,TX,San Antonio,38238,E0570,Respiratory,7,49,32131.53,19405.12,Physician Office,False,3
CMS-0002370,Q4-2025,PA,Pittsburgh,42245,E0570,Respiratory,30,112,25746.15,27815.47,Hospital Outpatient,False,3
CMS-0002371,Q4-2025,MS,MS_City_3,11635,E0570,Respiratory,11,9,13289.29,42807.3,DME Supplier,True,4
CMS-0002372,Q4-2025,KS,KS_City_3,56167,E0570,Respiratory,27,194,9796.69,7266.82,Home Health Agency,True,7
CMS-0002373,Q4-2025,IL,Naperville,13439,E0433,Respiratory,24,180,1164.75,16505.31,DME Supplier,False,1
CMS-0002374,Q4-2025,VA,VA_City_3,53040,E0433,Respiratory,16,126,31007.73,1680.51,Physician Office,False,5
CMS-0002375,Q4-2025,AZ,AZ_City_3,25353,E0470,Sleep Therapy,24,138,48665.72,14781.7,Hospital Outpatient,False,7
CMS-0002376,Q4-2025,NV,NV_City_1,49393,E0431,Respiratory,46,73,43721.2,28990.62,Home Health Agency,True,7
CMS-0002377,Q4-2025,NE,NE_City_3,83188,E0601,Sleep Therapy,25,1,41283.76,39451.58,Physician Office,False,3
CMS-0002378,Q4-2025,MD,MD_City_1,64715,E0431,Respiratory,33,191,2913.48,25584.62,DME Supplier,False,4
CMS-0002379,Q4-2025,MN,MN_City_3,43960,E0431,Respiratory,11,185,47940.82,1619.52,Hospital Outpatient,True,2
CMS-0002380,Q4-2025,MS,MS_City_2,65741,E0431,Respiratory,16,17,11303.23,28581.96,DME Supplier,True,2
CMS-0002381,Q4-2025,OK,OK_City_1,52356,E0570,Respiratory,30,117,37908.24,37474.85,Hospital Outpatient,False,2
CMS-0002382,Q4-2025,OR,OR_City_2,99219,E0470,Sleep Therapy,13,12,9252.5,25967.43,Hospital Outpatient,False,8
CMS-0002383,Q4-2025,MO,MO_City_3,66211,E0431,Respiratory,15,58,28829.91,22661.03,Physician Office,True,3
CMS-0002384,Q4-2025,NJ,NJ_City_2,77081,E0431,Respiratory,49,67,18089.35,23788.04,Home Health Agency,False,8
CMS-0002385,Q4-2025,NH,NH_City_3,67153,E0470,Sleep Therapy,33,154,635.57,41372.87,DME Supplier,False,2
CMS-0002386,Q4-2025,DE,DE_City_2,15627,E0433,Respiratory,13,60,8569.3,3413.87,Home Health Agency,True,3
CMS-0002387,Q4-2025,AZ,AZ_City_3,62559,E0465,Respiratory,23,38,28734.11,4534.17,Physician Office,False,7
CMS-0002388,Q4-2025,MD,MD_City_3,80661,E0601,Sleep Therapy,12,28,23251.45,19597.35,Physician Office,True,7
CMS-0002389,Q4-2025,KY,KY_City_2,35184,E0570,Respiratory,40,15,36054.92,10560.87,DME Supplier,True,3
CMS-0002390,Q4-2025,MN,MN_City_1,58193,E0601,Sleep Therapy,31,129,33995.82,32702.77,DME Supplier,False,2
CMS-0002391,Q4-2025,AZ,AZ_City_1,57507,E0431,Respiratory,38,146,14531.74,22972.87,Hospital Outpatient,True,6
CMS-0002392,Q4-2025,NM,NM_City_1,47325,E0465,Respiratory,13,166,47137.55,19457.26,Home Health Agency,True,1
CMS-0002393,Q4-2025,OR,OR_City_1,44945,E0431,Respiratory,13,25,34896.95,2518.48,DME Supplier,False,1
CMS-0002394,Q4-2025,MT,MT_City_1,45500,E0601,Sleep Therapy,19,117,16310.4,18589.08,Home Health Agency,True,5
CMS-0002395,Q4-2025,KY,KY_City_1,67572,E0470,Sleep Therapy,38,154,25704.46,43159.1,Physician Office,False,7
CMS-0002396,Q4-2025,GA,Savannah,92082,E0601,Sleep Therapy,42,53,18976.18,34595.39,DME Supplier,False,1
CMS-0002397,Q4-2025,NC,Greensboro,66965,E0431,Respiratory,6,179,31352.1,36445.23,Hospital Outpatient,False,1
CMS-0002398,Q4-2025,GA,Columbus,96528,E0570,Respiratory,2,179,10207.1,4134.49,Physician Office,False,3
CMS-0002399,Q4-2025,NY,Syracuse,40091,E0470,Sleep Therapy,19,90,47830.49,5473.24,Hospital Outpatient,False,7
CMS-0002400,Q4-2025,WI,WI_City_2,96877,E0601,Sleep Therapy,11,82,6935.93,27206.9,Physician Office,True,2
CMS-0002401,Q4-2025,MN,MN_City_2,63365,E0431,Respiratory,26,49,34291.38,19876.86,Home Health Agency,True,4
CMS-0002402,Q4-2025,WA,WA_City_3,12698,E0424,Respiratory,36,186,48244.18,28117.65,Physician Office,False,7
CMS-0002403,Q4-2025,IA,IA_City_1,13629,E0431,Respiratory,21,156,7639.66,33044.19,Home Health Agency,False,1
CMS-0002404,Q4-2025,NY,Yonkers,39766,E0433,Respiratory,23,33,31747.72,31155.34,DME Supplier,False,6
CMS-0002405,Q4-2025,AL,AL_City_2,89125,E0424,Respiratory,25,5,14958.47,36739.92,DME Supplier,True,7
CMS-0002406,Q4-2025,NE,NE_City_3,76813,E0433,Respiratory,7,173,30272.44,10767.45,Hospital Outpatient,False,7
CMS-0002407,Q4-2025,DE,DE_City_3,69979,E0433,Respiratory,37,95,40383.96,18280.25,DME Supplier,True,1
CMS-0002408,Q4-2025,NE,NE_City_2,99343,E0433,Respiratory,26,85,40284.2,6487.38,Physician Office,True,5
CMS-0002409,Q4-2025,CA,Fresno,54915,E0470,Sleep Therapy,35,117,25970.39,20143.29,Hospital Outpatient,False,4
CMS-0002410,Q4-2025,PA,Allentown,33160,E0601,Sleep Therapy,50,115,11726.27,39254.07,Hospital Outpatient,False,8
CMS-0002411,Q4-2025,MT,MT_City_2,45480,E0470,Sleep Therapy,26,21,32703.5,15073.36,DME Supplier,False,3
CMS-0002412,Q4-2025,AR,AR_City_2,68919,E0431,Respiratory,23,153,37959.17,21721.27,DME Supplier,False,6
CMS-0002413,Q4-2025,UT,UT_City_1,25517,E0470,Sleep Therapy,2,26,44656.92,3810.76,Physician Office,False,8
CMS-0002414,Q4-2025,OK,OK_City_2,17159,E0570,Respiratory,39,42,35272.55,18196.08,Physician Office,False,3
CMS-0002415,Q4-2025,ID,ID_City_2,12476,E0465,Respiratory,26,54,44628.56,40397.28,Home Health Agency,False,8
CMS-0002416,Q4-2025,MN,MN_City_1,32948,E0601,Sleep Therapy,9,133,32118.05,42518.52,Home Health Agency,True,2
CMS-0002417,Q4-2025,CT,CT_City_3,89276,E0601,Sleep Therapy,1,162,11646.36,44139.45,Physician Office,True,3
CMS-0002418,Q4-2025,SC,SC_City_1,66059,E0465,Respiratory,47,188,41301.53,18594.64,Home Health Agency,True,6
CMS-0002419,Q4-2025,NC,Winston-Salem,69126,E0601,Sleep Therapy,25,50,22421.35,25115.04,Home Health Agency,True,5
CMS-0002420,Q4-2025,NJ,NJ_City_1,94362,E0470,Sleep Therapy,24,146,25845.23,4152.83,Physician Office,False,3
CMS-0002421,Q4-2025,PA,Scranton,39632,E0470,Sleep Therapy,47,18,37058.85,17787.2,Physician Office,True,4
CMS-0002422,Q4-2025,TX,Fort Worth,71172,E0465,Respiratory,23,181,13902.68,43701.92,Physician Office,False,4
CMS-0002423,Q4-2025,AR,AR_City_2,98748,E0433,Respiratory,50,3,27012.41,5784.74,DME Supplier,False,3
CMS-0002424,Q4-2025,KY,KY_City_3,90734,E0433,Respiratory,38,173,49316.64,19739.93,DME Supplier,True,3
CMS-0002425,Q4-2025,NY,Albany,52404,E0601,Sleep Therapy,19,92,11662.11,19447.97,Hospital Outpatient,False,2
CMS-0002426,Q4-2025,WY,WY_City_2,17421,E0433,Respiratory,23,36,24819.52,2954.16,Home Health Agency,False,4
CMS-0002427,Q4-2025,MT,MT_City_2,97936,E0601,Sleep Therapy,11,14,4475.48,2760.89,Home Health Agency,False,3
CMS-0002428,Q4-2025,TX,Houston,52360,E0465,Respiratory,37,199,36444.22,41695.95,DME Supplier,False,4
CMS-0002429,Q4-2025,MS,MS_City_2,82277,E0465,Respiratory,42,148,39453.4,13005.1,Home Health Agency,True,6
CMS-0002430,Q4-2025,MD,MD_City_2,49000,E0424,Respiratory,41,139,6999.27,11898.58,Physician Office,True,6
CMS-0002431,Q4-2025,PA,Reading,72842,E0601,Sleep Therapy,35,169,18821.08,24387.11,Hospital Outpatient,False,3
CMS-0002432,Q4-2025,NJ,NJ_City_1,75154,E0431,Respiratory,19,11,45361.62,14099.16,DME Supplier,True,6
CMS-0002433,Q4-2025,WV,WV_City_1,28723,E0470,Sleep Therapy,17,62,6181.95,24972.47,DME Supplier,False,7
CMS-0002434,Q4-2025,NE,NE_City_1,12100,E0433,Respiratory,48,67,30638.49,39278.7,Physician Office,False,3
CMS-0002435,Q4-2025,MA,MA_City_1,17846,E0465,Respiratory,14,91,18395.64,35275.48,Home Health Agency,False,5
CMS-0002436,Q4-2025,MO,MO_City_1,93971,E0433,Respiratory,27,121,30131.28,35856.64,Hospital Outpatient,True,8
CMS-0002437,Q4-2025,NH,NH_City_1,33162,E0431,Respiratory,50,13,27685.5,21714.35,DME Supplier,False,3
CMS-0002438,Q4-2025,MA,MA_City_3,57596,E0470,Sleep Therapy,20,163,26364.64,28884.39,Physician Office,False,6
CMS-0002439,Q4-2025,WY,WY_City_3,65617,E0601,Sleep Therapy,11,176,3758.86,23892.59,Physician Office,False,6
CMS-0002440,Q4-2025,MN,MN_City_2,76833,E0424,Respiratory,48,96,7160.04,41234.67,Physician Office,False,7
CMS-0002441,Q4-2025,ND,ND_City_3,69762,E0424,Respiratory,42,167,20904.06,30615.57,DME Supplier,False,8
CMS-0002442,Q4-2025,NM,NM_City_3,36173,E0465,Respiratory,37,7,31036.12,22718.11,Home Health Agency,False,4
CMS-0002443,Q4-2025,ME,ME_City_1,51148,E0424,Respiratory,48,160,28999.61,14462.64,Home Health Agency,False,3
CMS-0002444,Q4-2025,OH,Toledo,19183,E0433,Respiratory,3,148,35619.88,43412.42,Hospital Outpatient,False,6
CMS-0002445,Q4-2025,IL,Naperville,74523,E0570,Respiratory,28,74,6864.59,37114.37,Home Health Agency,False,5
CMS-0002446,Q4-2025,SC,SC_City_1,57585,E0601,Sleep Therapy,16,170,47794.58,43942.61,Hospital Outpatient,False,2
CMS-0002447,Q4-2025,GA,Athens,10281,E0465,Respiratory,9,102,6605.46,40582.11,Hospital Outpatient,True,5
CMS-0002448,Q4-2025,TX,Plano,54647,E0424,Respiratory,41,76,40863.79,10786.35,DME Supplier,False,2
CMS-0002449,Q4-2025,SD,SD_City_3,37733,E0570,Respiratory,19,51,42163.66,22705.81,DME Supplier,False,1
CMS-0002450,Q4-2025,NE,NE_City_3,31013,E0433,Respiratory,26,12,18656.81,42785.61,DME Supplier,False,6
CMS-0002451,Q4-2025,RI,RI_City_1,68133,E0433,Respiratory,1,47,48244.46,11215.83,Home Health Agency,True,7
CMS-0002452,Q4-2025,GA,Athens,84295,E0424,Respiratory,16,123,18574.9,28371.78,Physician Office,False,5
CMS-0002453,Q4-2025,PA,Scranton,75393,E0424,Respiratory,13,50,44672.87,7599.55,DME Supplier,False,7
CMS-0002454,Q4-2025,CA,Sacramento,30834,E0431,Respiratory,27,125,2362.12,9731.59,Home Health Agency,False,4
CMS-0002455,Q4-2025,WY,WY_City_3,24876,E0433,Respiratory,1,19,14037.83,9484.43,Hospital Outpatient,False,6
CMS-0002456,Q4-2025,NM,NM_City_2,31195,E0570,Respiratory,35,106,14274.55,40129.21,Hospital Outpatient,True,8
CMS-0002457,Q4-2025,FL,Miami,57057,E0465,Respiratory,10,94,42763.07,19676.56,Physician Office,False,4
CMS-0002458,Q4-2025,ID,ID_City_3,11018,E0424,Respiratory,3,79,32447.35,21011.44,Home Health Agency,True,3
CMS-0002459,Q4-2025,IL,Springfield,95508,E0433,Respiratory,44,70,37134.49,10962.59,Home Health Agency,True,7
CMS-0002460,Q4-2025,NV,NV_City_2,52452,E0601,Sleep Therapy,4,99,2220.38,38946.26,Home Health Agency,False,5
CMS-0002461,Q4-2025,UT,UT_City_1,53361,E0431,Respiratory,14,40,38697.98,28626.12,DME Supplier,True,3
CMS-0002462,Q4-2025,ND,ND_City_1,38162,E0601,Sleep Therapy,6,142,10963.79,29671.38,Hospital Outpatient,False,2
CMS-0002463,Q4-2025,AL,AL_City_3,95453,E0465,Respiratory,43,125,38296.96,4495.52,Home Health Agency,False,3
CMS-0002464,Q4-2025,WI,WI_City_3,71161,E0424,Respiratory,14,10,5269.08,34500.83,DME Supplier,False,1
CMS-0002465,Q4-2025,IA,IA_City_3,70525,E0601,Sleep Therapy,4,80,28586.27,38914.11,Home Health Agency,True,8
CMS-0002466,Q4-2025,KY,KY_City_1,18340,E0433,Respiratory,21,193,10111.53,39981.84,Hospital Outpatient,True,8
CMS-0002467,Q4-2025,WI,WI_City_1,61534,E0433,Respiratory,11,136,34898.63,30303.44,Home Health Agency,True,6
CMS-0002468,Q4-2025,MO,MO_City_3,73034,E0570,Respiratory,16,70,13084.95,26041.88,DME Supplier,False,2
CMS-0002469,Q4-2025,WY,WY_City_1,16912,E0431,Respiratory,29,34,2549.82,3321.19,DME Supplier,True,5
CMS-0002470,Q4-2025,NH,NH_City_2,84912,E0465,Respiratory,23,73,17694.15,14308.76,Home Health Agency,True,7
CMS-0002471,Q4-2025,MN,MN_City_3,34232,E0470,Sleep Therapy,35,6,37921.02,16303.05,Home Health Agency,False,3
CMS-0002472,Q4-2025,PA,Pittsburgh,57900,E0470,Sleep Therapy,7,81,1906.98,44723.28,Home Health Agency,False,1
CMS-0002473,Q4-2025,NH,NH_City_3,93974,E0424,Respiratory,12,49,34007.26,31880.31,DME Supplier,False,3
CMS-0002474,Q4-2025,NV,NV_City_3,75231,E0465,Respiratory,41,78,32892.1,5616.97,Physician Office,True,3
CMS-0002475,Q4-2025,IL,Rockford,41394,E0433,Respiratory,15,14,5893.42,42227.16,Physician Office,False,8
CMS-0002476,Q4-2025,AZ,AZ_City_1,55804,E0570,Respiratory,24,106,48886.61,39621.47,Hospital Outpatient,False,2
CMS-0002477,Q4-2025,GA,Macon,62830,E0424,Respiratory,44,57,48037.84,28065.19,Hospital Outpatient,False,7
CMS-0002478,Q4-2025,WI,WI_City_1,91845,E0601,Sleep Therapy,3,128,7709.81,13487.14,Hospital Outpatient,True,3
CMS-0002479,Q4-2025,MS,MS_City_2,46978,E0431,Respiratory,11,166,10609.75,7387.35,Hospital Outpatient,True,3
CMS-0002480,Q4-2025,ND,ND_City_1,18454,E0433,Respiratory,7,186,27236.09,39908.0,DME Supplier,False,8
CMS-0002481,Q4-2025,TN,TN_City_3,31445,E0424,Respiratory,49,75,40277.69,3358.62,DME Supplier,False,4
CMS-0002482,Q4-2025,WA,WA_City_1,41078,E0424,Respiratory,22,3,29487.92,11838.72,Physician Office,True,6
CMS-0002483,Q4-2025,WV,WV_City_1,54991,E0470,Sleep Therapy,29,165,22666.21,41020.64,Home Health Agency,False,7
CMS-0002484,Q4-2025,NC,Charlotte,12980,E0465,Respiratory,11,30,12854.57,37203.7,DME Supplier,True,2
CMS-0002485,Q4-2025,WI,WI_City_1,79406,E0431,Respiratory,32,192,14139.31,11348.49,Hospital Outpatient,False,6
CMS-0002486,Q4-2025,DE,DE_City_1,44861,E0424,Respiratory,39,125,10729.89,414.57,Physician Office,False,5
CMS-0002487,Q4-2025,KS,KS_City_2,64006,E0433,Respiratory,13,143,44998.75,21894.49,DME Supplier,False,3
CMS-0002488,Q4-2025,OR,OR_City_2,32003,E0470,Sleep Therapy,50,59,2478.55,33914.66,DME Supplier,False,1
CMS-0002489,Q4-2025,GA,Savannah,66144,E0601,Sleep Therapy,44,62,36292.26,1389.85,Home Health Agency,False,5
CMS-0002490,Q4-2025,IN,IN_City_3,27301,E0465,Respiratory,37,49,31970.1,25595.41,Home Health Agency,False,3
CMS-0002491,Q4-2025,CO,CO_City_3,65742,E0570,Respiratory,29,47,10157.25,4802.66,DME Supplier,True,1
CMS-0002492,Q4-2025,UT,UT_City_2,78059,E0433,Respiratory,41,161,38256.84,16514.13,Hospital Outpatient,False,3
CMS-0002493,Q4-2025,MS,MS_City_2,88089,E0601,Sleep Therapy,1,73,13473.25,19075.53,Home Health Agency,False,1
CMS-0002494,Q4-2025,ME,ME_City_2,10715,E0570,Respiratory,2,74,6167.17,21373.77,DME Supplier,True,4
CMS-0002495,Q4-2025,AZ,AZ_City_2,25509,E0424,Respiratory,5,58,5093.54,28277.49,Physician Office,True,1
CMS-0002496,Q4-2025,IN,IN_City_2,69977,E0570,Respiratory,18,58,46573.16,21988.04,Physician Office,True,8
CMS-0002497,Q4-2025,SD,SD_City_1,95533,E0431,Respiratory,1,33,17498.64,18370.85,Home Health Agency,True,1
CMS-0002498,Q4-2025,OK,OK_City_1,57358,E0470,Sleep Therapy,20,64,26736.37,1617.49,Physician Office,True,5
CMS-0002499,Q4-2025,MS,MS_City_1,99640,E0470,Sleep Therapy,3,48,5770.31,2794.46,Hospital Outpatient,False,2
CMS-0002500,Q4-2025,ME,ME_City_3,33181,E0465,Respiratory,42,1,28537.48,11552.96,Physician Office,False,6
CMS-0002501,Q4-2025,WI,WI_City_3,47681,E0465,Respiratory,5,100,21476.14,24452.06,Hospital Outpatient,False,8
CMS-0002502,Q4-2025,OK,OK_City_2,73782,E0601,Sleep Therapy,42,40,20883.46,9441.99,Physician Office,False,3
CMS-0002503,Q4-2025,MS,MS_City_2,91586,E0601,Sleep Therapy,47,124,21740.34,9516.71,DME Supplier,False,3
CMS-0002504,Q4-2025,SD,SD_City_2,82895,E0424,Respiratory,48,52,3483.54,19493.57,Hospital Outpatient,False,8
CMS-0002505,Q4-2025,WA,WA_City_3,79844,E0570,Respiratory,31,140,49969.62,24030.84,DME Supplier,True,3
CMS-0002506,Q4-2025,NV,NV_City_3,14175,E0465,Respiratory,44,183,38011.64,21851.77,Physician Office,False,6
