appeal_id,denial_id,claim_id,location_id,payer_code,appeal_date,appeal_level,appeal_reason,supporting_docs,outcome,outcome_date,recovered_amount,appeal_specialist,turnaround_days,payer_response_notes
APP-00900,DEN-001621,CLM-0009404,LOC-0362,UHC,2026-04-16,Second Level,Coding correction,Sleep Study,OVERTURNED,2026-05-31,66.07,Jennifer Garcia,21,Documentation sufficient
APP-00901,DEN-001623,CLM-0009427,LOC-0563,MEDICARE,2026-05-04,First Level,Coding correction,Prescription,UPHELD,2026-06-07,0,Thomas Lopez,25,Partial payment approved
APP-00902,DEN-001625,CLM-0009446,LOC-0382,MEDICARE,2026-03-26,First Level,Timely filing exception,Sleep Study,UPHELD,2026-05-01,0,Sarah Davis,45,Still under review
APP-00903,DEN-001626,CLM-0009469,LOC-0684,MEDICARE,2026-02-20,First Level,Timely filing exception,Prior Auth Letter,OVERTURNED,2026-03-14,4336.57,Robert Smith,55,Documentation sufficient
APP-00904,DEN-001628,CLM-0009484,LOC-0621,MEDICARE,2026-02-23,Second Level,Prior auth obtained retroactively,Sleep Study,PENDING,,0,Lisa Moore,,Still under review
APP-00905,DEN-001629,CLM-0009486,LOC-0089,MEDICAID,2026-04-16,First Level,Timely filing exception,Sleep Study,OVERTURNED,2026-04-26,445.98,Nancy Davis,43,Documentation sufficient
APP-00906,DEN-001630,CLM-0009497,LOC-0300,MEDICARE,2026-01-25,External Review,Medical necessity proven,PFT Results,UPHELD,2026-02-21,0,Maria Brown,50,Documentation sufficient
APP-00907,DEN-001632,CLM-0009507,LOC-0101,MEDICARE,2026-03-10,First Level,Additional documentation provided,Prior Auth Letter,PARTIAL,2026-04-07,438.65,James Martinez,49,Denied - exhausted appeals
APP-00908,DEN-001633,CLM-0009516,LOC-0273,MEDICARE,2026-03-31,First Level,CMN submitted,Medical Records,OVERTURNED,2026-05-26,30.68,Karen Davis,23,Partial payment approved
APP-00909,DEN-001634,CLM-0009517,LOC-0514,MEDICARE,2026-02-09,Second Level,CMN submitted,Prescription,UPHELD,2026-03-06,0,Margaret Martin,30,Claim approved after review
APP-00910,DEN-001635,CLM-0009523,LOC-0285,MEDICARE,2026-02-22,Second Level,Coding correction,Sleep Study,PARTIAL,2026-03-28,200.93,Joseph Gonzalez,10,Partial payment approved
APP-00911,DEN-001637,CLM-0009527,LOC-0288,MEDICARE,2026-04-06,Second Level,CMN submitted,Medical Records,UPHELD,2026-06-01,0,David Wilson,23,Partial payment approved
APP-00912,DEN-001638,CLM-0009531,LOC-0437,MEDICARE,2026-02-03,Second Level,Medical necessity proven,Medical Records,PARTIAL,2026-02-19,66.32,Joseph Wilson,54,Still under review
APP-00913,DEN-001639,CLM-0009533,LOC-0033,UHC,2026-04-01,Second Level,Additional documentation provided,PFT Results,OVERTURNED,2026-05-19,808.33,James Martin,60,Denied - exhausted appeals
APP-00914,DEN-001642,CLM-0009547,LOC-0678,UHC,2026-02-10,First Level,Prior auth obtained retroactively,Prior Auth Letter,OVERTURNED,2026-03-27,98.45,Richard Lopez,57,Claim approved after review
APP-00915,DEN-001643,CLM-0009555,LOC-0154,MEDICARE,2026-02-11,First Level,CMN submitted,Prescription,UPHELD,2026-03-24,0,Karen Gonzalez,21,Still under review
APP-00916,DEN-001644,CLM-0009557,LOC-0390,BCBS,2026-04-07,First Level,Coding correction,Prescription,OVERTURNED,2026-05-02,272.91,Sarah Williams,47,Denied - exhausted appeals
APP-00917,DEN-001647,CLM-0009577,LOC-0513,UHC,2026-04-03,First Level,Additional documentation provided,Medical Records,OVERTURNED,2026-04-13,354.56,Joseph Williams,45,Partial payment approved
APP-00918,DEN-001648,CLM-0009602,LOC-0356,MEDICARE,2026-03-29,First Level,Timely filing exception,PFT Results,UPHELD,2026-04-18,0,Nancy Williams,29,Claim approved after review
APP-00919,DEN-001649,CLM-0009609,LOC-0640,MEDICARE,2026-03-13,Second Level,Additional documentation provided,PFT Results,UPHELD,2026-05-01,0,Linda Gonzalez,38,Partial payment approved
APP-00920,DEN-001652,CLM-0009625,LOC-0368,UHC,2026-02-06,First Level,Coding correction,Medical Records,PENDING,,0,Richard Moore,,Still under review
APP-00921,DEN-001655,CLM-0009663,LOC-0699,UHC,2026-02-14,First Level,Coding correction,CMN,UPHELD,2026-04-04,0,Maria Davis,10,Denied - exhausted appeals
APP-00922,DEN-001656,CLM-0009665,LOC-0516,MEDICARE,2026-04-08,First Level,Prior auth obtained retroactively,Prior Auth Letter,PENDING,,0,Linda Davis,,Still under review
APP-00923,DEN-001660,CLM-0009674,LOC-0227,MEDICARE,2026-03-29,Second Level,Coding correction,Sleep Study,OVERTURNED,2026-05-16,178.31,William Taylor,50,Partial payment approved
APP-00924,DEN-001661,CLM-0009677,LOC-0269,MEDICAID,2026-03-04,First Level,CMN submitted,Medical Records,UPHELD,2026-03-21,0,Nancy Miller,41,Documentation sufficient
APP-00925,DEN-001662,CLM-0009683,LOC-0363,UHC,2026-02-24,First Level,Coding correction,Prescription,PENDING,,0,Joseph Thomas,,Claim approved after review
APP-00926,DEN-001664,CLM-0009700,LOC-0346,AETNA,2026-02-16,First Level,Medical necessity proven,CMN,OVERTURNED,2026-04-11,131.78,Maria Martin,11,Partial payment approved
APP-00927,DEN-001666,CLM-0009709,LOC-0436,MEDICARE,2026-02-13,First Level,Coding correction,Prescription,UPHELD,2026-04-07,0,Robert Martin,29,Denied - exhausted appeals
APP-00928,DEN-001667,CLM-0009711,LOC-0268,BCBS,2026-04-08,Second Level,Prior auth obtained retroactively,Prescription,UPHELD,2026-05-03,0,Thomas Garcia,24,Claim approved after review
APP-00929,DEN-001668,CLM-0009714,LOC-0211,MEDICARE,2026-02-13,First Level,Coding correction,Prior Auth Letter,OVERTURNED,2026-03-18,563.63,Michael Jones,44,Denied - exhausted appeals
APP-00930,DEN-001669,CLM-0009717,LOC-0174,MEDICARE,2026-03-25,First Level,Medical necessity proven,Prior Auth Letter,UPHELD,2026-04-05,0,Richard Garcia,14,Denied - exhausted appeals
APP-00931,DEN-001671,CLM-0009729,LOC-0564,MEDICARE,2026-03-10,First Level,CMN submitted,PFT Results,OVERTURNED,2026-05-05,306.34,David Rodriguez,57,Denied - exhausted appeals
APP-00932,DEN-001672,CLM-0009732,LOC-0641,AETNA,2026-03-05,First Level,Medical necessity proven,Sleep Study,UPHELD,2026-04-04,0,Maria Martin,42,Denied - exhausted appeals
APP-00933,DEN-001676,CLM-0009751,LOC-0617,MEDICAID,2026-02-17,Second Level,Additional documentation provided,PFT Results,OVERTURNED,2026-03-20,86.3,Margaret Hernandez,42,Still under review
APP-00934,DEN-001677,CLM-0009758,LOC-0475,MEDICARE,2026-03-07,First Level,CMN submitted,Sleep Study,OVERTURNED,2026-04-18,197.26,Jennifer Taylor,23,Partial payment approved
APP-00935,DEN-001679,CLM-0009773,LOC-0666,MEDICAID,2026-05-14,First Level,Coding correction,Prescription,PARTIAL,2026-06-28,711.22,Nancy Thomas,59,Documentation sufficient
APP-00936,DEN-001683,CLM-0009793,LOC-0472,MEDICAID,2026-04-28,Second Level,Medical necessity proven,CMN,UPHELD,2026-06-20,0,Richard Brown,34,Documentation sufficient
APP-00937,DEN-001684,CLM-0009797,LOC-0669,AETNA,2026-02-12,First Level,Additional documentation provided,Medical Records,UPHELD,2026-02-26,0,Richard Anderson,35,Documentation sufficient
APP-00938,DEN-001686,CLM-0009829,LOC-0178,MEDICAID,2026-03-08,First Level,Timely filing exception,CMN,OVERTURNED,2026-05-07,1155.55,Richard Brown,52,Documentation sufficient
APP-00939,DEN-001687,CLM-0009830,LOC-0595,MEDICARE,2026-05-08,First Level,Additional documentation provided,CMN,PENDING,,0,Richard Hernandez,,Denied - exhausted appeals
APP-00940,DEN-001691,CLM-0009843,LOC-0360,BCBS,2026-04-14,First Level,Medical necessity proven,Prescription,PARTIAL,2026-06-09,168.56,Thomas Rodriguez,30,Still under review
APP-00941,DEN-001692,CLM-0009844,LOC-0130,MEDICARE,2026-02-21,Second Level,Additional documentation provided,Medical Records,PENDING,,0,Elizabeth Lopez,,Documentation sufficient
APP-00942,DEN-001693,CLM-0009846,LOC-0615,MEDICAID,2026-02-12,First Level,Medical necessity proven,Prior Auth Letter,UPHELD,2026-03-28,0,Elizabeth Smith,26,Still under review
APP-00943,DEN-001694,CLM-0009855,LOC-0600,MEDICARE,2026-01-19,First Level,Coding correction,Prescription,UPHELD,2026-02-22,0,Jennifer Smith,42,Still under review
APP-00944,DEN-001695,CLM-0009857,LOC-0412,MEDICARE,2026-02-24,First Level,CMN submitted,PFT Results,OVERTURNED,2026-04-07,779.9,Joseph Rodriguez,16,Still under review
APP-00945,DEN-001698,CLM-0009876,LOC-0335,UHC,2026-03-24,First Level,Additional documentation provided,Prior Auth Letter,PENDING,,0,Susan Martinez,,Still under review
APP-00946,DEN-001700,CLM-0009898,LOC-0387,MEDICAID,2026-02-23,First Level,CMN submitted,CMN,PENDING,,0,Joseph Martin,,Still under review
APP-00947,DEN-001702,CLM-0009901,LOC-0441,BCBS,2026-01-31,First Level,Additional documentation provided,Medical Records,PENDING,,0,Michael Lopez,,Still under review
APP-00948,DEN-001703,CLM-0009902,LOC-0467,MEDICARE,2026-04-22,First Level,Additional documentation provided,CMN,UPHELD,2026-05-25,0,Lisa Anderson,14,Partial payment approved
APP-00949,DEN-001705,CLM-0009915,LOC-0326,MEDICARE,2026-02-19,First Level,Timely filing exception,PFT Results,OVERTURNED,2026-04-13,702.76,Linda Martinez,16,Still under review
APP-00950,DEN-001706,CLM-0009918,LOC-0032,MEDICAID,2026-03-08,Second Level,CMN submitted,Medical Records,OVERTURNED,2026-04-10,962.35,Jennifer Johnson,45,Partial payment approved
APP-00951,DEN-001710,CLM-0009964,LOC-0130,MEDICARE,2026-01-29,First Level,Timely filing exception,Prescription,OVERTURNED,2026-02-12,93.64,Lisa Martin,46,Denied - exhausted appeals
APP-00952,DEN-001711,CLM-0009966,LOC-0378,MEDICARE,2026-04-18,First Level,Medical necessity proven,Prior Auth Letter,PENDING,,0,Richard Williams,,Denied - exhausted appeals
APP-00953,DEN-001712,CLM-0009976,LOC-0345,UHC,2026-03-28,First Level,Prior auth obtained retroactively,CMN,OVERTURNED,2026-04-18,130.21,Thomas Davis,56,Claim approved after review
APP-00954,DEN-001717,CLM-0010013,LOC-0101,MEDICARE,2026-02-15,External Review,Additional documentation provided,CMN,PENDING,,0,William Lopez,,Still under review
APP-00955,DEN-001719,CLM-0010015,LOC-0407,UHC,2026-03-18,First Level,Additional documentation provided,Prescription,OVERTURNED,2026-04-14,417.61,Maria Jones,43,Denied - exhausted appeals
APP-00956,DEN-001720,CLM-0010022,LOC-0240,MEDICARE,2026-04-10,Second Level,Additional documentation provided,CMN,UPHELD,2026-06-03,0,Elizabeth Jackson,56,Documentation sufficient
APP-00957,DEN-001721,CLM-0010025,LOC-0043,MEDICARE,2026-04-01,Second Level,Coding correction,PFT Results,OVERTURNED,2026-04-14,210.0,Joseph Jones,50,Partial payment approved
APP-00958,DEN-001724,CLM-0010040,LOC-0257,UHC,2026-01-29,Second Level,Medical necessity proven,Medical Records,PENDING,,0,Thomas Lopez,,Claim approved after review
APP-00959,DEN-001725,CLM-0010044,LOC-0106,UHC,2026-03-25,Second Level,Prior auth obtained retroactively,Prescription,PENDING,,0,Elizabeth Johnson,,Denied - exhausted appeals
APP-00960,DEN-001726,CLM-0010052,LOC-0056,MEDICARE,2026-03-13,First Level,Medical necessity proven,Prior Auth Letter,OVERTURNED,2026-04-05,348.89,Margaret Gonzalez,38,Documentation sufficient
APP-00961,DEN-001727,CLM-0010061,LOC-0043,MEDICARE,2026-02-10,First Level,Additional documentation provided,PFT Results,PENDING,,0,Elizabeth Jones,,Claim approved after review
APP-00962,DEN-001728,CLM-0010063,LOC-0597,MEDICAID,2026-03-17,First Level,Coding correction,Prior Auth Letter,OVERTURNED,2026-04-21,1073.4,Susan Martinez,29,Documentation sufficient
APP-00963,DEN-001730,CLM-0010086,LOC-0403,UHC,2026-02-08,First Level,Medical necessity proven,Prescription,UPHELD,2026-03-10,0,James Miller,25,Denied - exhausted appeals
APP-00964,DEN-001731,CLM-0010087,LOC-0534,BCBS,2026-03-25,Second Level,Additional documentation provided,PFT Results,UPHELD,2026-04-06,0,Karen Taylor,40,Still under review
APP-00965,DEN-001732,CLM-0010092,LOC-0172,UHC,2026-02-12,Second Level,Additional documentation provided,PFT Results,PENDING,,0,Nancy Miller,,Denied - exhausted appeals
APP-00966,DEN-001734,CLM-0010095,LOC-0219,MEDICARE,2026-02-23,First Level,Prior auth obtained retroactively,CMN,UPHELD,2026-03-11,0,Elizabeth Jackson,14,Denied - exhausted appeals
APP-00967,DEN-001735,CLM-0010103,LOC-0028,UHC,2026-02-13,First Level,CMN submitted,Sleep Study,PARTIAL,2026-03-03,830.47,David Martinez,25,Partial payment approved
APP-00968,DEN-001736,CLM-0010104,LOC-0228,MEDICAID,2026-03-27,First Level,Prior auth obtained retroactively,Sleep Study,OVERTURNED,2026-05-22,1759.1,Elizabeth Johnson,33,Denied - exhausted appeals
APP-00969,DEN-001738,CLM-0010109,LOC-0196,UHC,2026-05-03,Second Level,Timely filing exception,Prescription,UPHELD,2026-05-19,0,Margaret Taylor,22,Partial payment approved
APP-00970,DEN-001739,CLM-0010116,LOC-0016,AETNA,2026-01-30,External Review,Additional documentation provided,Prior Auth Letter,UPHELD,2026-03-02,0,Elizabeth Anderson,43,Documentation sufficient
APP-00971,DEN-001741,CLM-0010131,LOC-0128,BCBS,2026-02-12,First Level,CMN submitted,Prescription,PENDING,,0,Nancy Brown,,Partial payment approved
APP-00972,DEN-001743,CLM-0010151,LOC-0011,AETNA,2026-03-29,External Review,Additional documentation provided,Medical Records,OVERTURNED,2026-04-15,318.7,Karen Smith,31,Still under review
APP-00973,DEN-001745,CLM-0010160,LOC-0263,MEDICARE,2026-04-01,External Review,Coding correction,Medical Records,PARTIAL,2026-05-10,1240.14,Sarah Johnson,47,Still under review
APP-00974,DEN-001748,CLM-0010181,LOC-0318,UHC,2026-03-18,First Level,CMN submitted,CMN,OVERTURNED,2026-04-05,398.67,Lisa Martin,34,Denied - exhausted appeals
APP-00975,DEN-001749,CLM-0010192,LOC-0329,UHC,2026-02-10,First Level,Coding correction,PFT Results,OVERTURNED,2026-03-26,850.29,Richard Jones,33,Documentation sufficient
APP-00976,DEN-001751,CLM-0010224,LOC-0525,BCBS,2026-01-23,First Level,Timely filing exception,Prescription,UPHELD,2026-02-20,0,Margaret Hernandez,12,Documentation sufficient
APP-00977,DEN-001752,CLM-0010236,LOC-0647,AETNA,2026-03-18,First Level,Timely filing exception,Medical Records,UPHELD,2026-04-23,0,Linda Rodriguez,24,Denied - exhausted appeals
APP-00978,DEN-001755,CLM-0010249,LOC-0312,MEDICARE,2026-03-29,First Level,Timely filing exception,Prior Auth Letter,PENDING,,0,Susan Jackson,,Denied - exhausted appeals
APP-00979,DEN-001756,CLM-0010255,LOC-0067,MEDICAID,2026-02-22,Second Level,CMN submitted,Prior Auth Letter,PENDING,,0,James Wilson,,Partial payment approved
APP-00980,DEN-001758,CLM-0010273,LOC-0077,MEDICARE,2026-03-11,First Level,CMN submitted,Medical Records,OVERTURNED,2026-04-02,229.74,David Martinez,38,Denied - exhausted appeals
APP-00981,DEN-001759,CLM-0010284,LOC-0138,MEDICAID,2026-02-07,First Level,Timely filing exception,Prior Auth Letter,UPHELD,2026-03-24,0,Thomas Jackson,23,Denied - exhausted appeals
APP-00982,DEN-001761,CLM-0010297,LOC-0058,MEDICAID,2026-03-30,Second Level,Prior auth obtained retroactively,Prior Auth Letter,PARTIAL,2026-05-12,904.74,Maria Thomas,48,Documentation sufficient
APP-00983,DEN-001763,CLM-0010304,LOC-0220,MEDICARE,2026-03-19,First Level,CMN submitted,CMN,UPHELD,2026-04-18,0,Karen Moore,43,Claim approved after review
APP-00984,DEN-001765,CLM-0010330,LOC-0691,MEDICAID,2026-03-08,First Level,Coding correction,Prior Auth Letter,UPHELD,2026-04-07,0,Jennifer Jackson,33,Claim approved after review
APP-00985,DEN-001768,CLM-0010351,LOC-0291,MEDICAID,2026-05-10,First Level,Prior auth obtained retroactively,CMN,UPHELD,2026-06-01,0,Karen Johnson,49,Denied - exhausted appeals
APP-00986,DEN-001769,CLM-0010353,LOC-0189,UHC,2026-02-23,First Level,CMN submitted,Medical Records,UPHELD,2026-04-13,0,Joseph Brown,54,Denied - exhausted appeals
APP-00987,DEN-001771,CLM-0010361,LOC-0335,UHC,2026-02-27,First Level,Timely filing exception,Medical Records,UPHELD,2026-04-11,0,Lisa Brown,56,Denied - exhausted appeals
APP-00988,DEN-001772,CLM-0010367,LOC-0054,MEDICARE,2026-03-04,Second Level,Prior auth obtained retroactively,PFT Results,PENDING,,0,Richard Martinez,,Documentation sufficient
APP-00989,DEN-001773,CLM-0010368,LOC-0104,AETNA,2026-04-11,First Level,Medical necessity proven,Prescription,PENDING,,0,Michael Brown,,Documentation sufficient
APP-00990,DEN-001774,CLM-0010370,LOC-0435,MEDICAID,2026-03-27,First Level,Coding correction,Medical Records,UPHELD,2026-05-09,0,Richard Hernandez,11,Documentation sufficient
APP-00991,DEN-001777,CLM-0010384,LOC-0379,MEDICARE,2026-01-30,External Review,Additional documentation provided,Sleep Study,UPHELD,2026-03-18,0,Richard Martinez,58,Documentation sufficient
APP-00992,DEN-001779,CLM-0010399,LOC-0048,BCBS,2026-04-10,First Level,Medical necessity proven,PFT Results,OVERTURNED,2026-05-27,304.69,Joseph Thomas,59,Claim approved after review
APP-00993,DEN-001782,CLM-0010407,LOC-0538,MEDICARE,2026-02-21,Second Level,CMN submitted,Prior Auth Letter,PARTIAL,2026-03-24,420.96,Susan Gonzalez,49,Still under review
APP-00994,DEN-001783,CLM-0010413,LOC-0238,BCBS,2026-03-19,First Level,Medical necessity proven,CMN,UPHELD,2026-04-28,0,David Lopez,18,Still under review
APP-00995,DEN-001784,CLM-0010415,LOC-0320,MEDICARE,2026-04-01,First Level,Medical necessity proven,Prescription,PARTIAL,2026-04-21,209.51,Jennifer Williams,10,Denied - exhausted appeals
APP-00996,DEN-001785,CLM-0010416,LOC-0193,MEDICAID,2026-02-21,Second Level,Prior auth obtained retroactively,PFT Results,UPHELD,2026-04-15,0,Sarah Hernandez,25,Partial payment approved
APP-00997,DEN-001786,CLM-0010422,LOC-0497,BCBS,2026-04-11,First Level,CMN submitted,Prescription,PENDING,,0,Joseph Gonzalez,,Documentation sufficient
APP-00998,DEN-001787,CLM-0010432,LOC-0371,BCBS,2026-03-31,First Level,Coding correction,Medical Records,UPHELD,2026-04-13,0,Joseph Miller,37,Documentation sufficient
APP-00999,DEN-001789,CLM-0010446,LOC-0365,MEDICARE,2026-05-12,First Level,Prior auth obtained retroactively,PFT Results,OVERTURNED,2026-06-13,1711.17,Thomas Davis,49,Claim approved after review
APP-01000,DEN-001790,CLM-0010457,LOC-0519,MEDICARE,2026-04-23,First Level,CMN submitted,CMN,OVERTURNED,2026-05-24,821.21,Linda Jackson,21,Still under review
APP-01001,DEN-001791,CLM-0010467,LOC-0694,MEDICARE,2026-04-11,Second Level,Prior auth obtained retroactively,PFT Results,UPHELD,2026-05-31,0,Lisa Brown,33,Still under review
APP-01002,DEN-001794,CLM-0010487,LOC-0502,MEDICARE,2026-01-17,First Level,Additional documentation provided,Prior Auth Letter,UPHELD,2026-01-29,0,Joseph Hernandez,16,Claim approved after review
APP-01003,DEN-001796,CLM-0010497,LOC-0199,MEDICARE,2026-04-25,Second Level,Medical necessity proven,CMN,OVERTURNED,2026-05-08,69.08,William Taylor,36,Claim approved after review
APP-01004,DEN-001800,CLM-0010543,LOC-0305,MEDICARE,2026-02-01,First Level,Timely filing exception,CMN,UPHELD,2026-03-12,0,Sarah Smith,49,Still under review
APP-01005,DEN-001801,CLM-0010561,LOC-0183,UHC,2026-01-29,First Level,Medical necessity proven,CMN,UPHELD,2026-02-17,0,Elizabeth Jackson,56,Documentation sufficient
APP-01006,DEN-001802,CLM-0010564,LOC-0048,AETNA,2026-02-27,First Level,Additional documentation provided,PFT Results,OVERTURNED,2026-04-23,805.28,William Jones,45,Still under review
APP-01007,DEN-001803,CLM-0010574,LOC-0420,MEDICARE,2026-03-07,First Level,Timely filing exception,PFT Results,UPHELD,2026-04-19,0,James Anderson,13,Denied - exhausted appeals
APP-01008,DEN-001805,CLM-0010577,LOC-0683,UHC,2026-01-25,First Level,Coding correction,Prescription,PARTIAL,2026-03-13,123.14,Jennifer Jones,48,Documentation sufficient
APP-01009,DEN-001807,CLM-0010590,LOC-0151,UHC,2026-04-07,First Level,Additional documentation provided,Prior Auth Letter,UPHELD,2026-05-02,0,Thomas Gonzalez,41,Still under review
APP-01010,DEN-001808,CLM-0010592,LOC-0154,MEDICAID,2026-04-14,Second Level,CMN submitted,Prior Auth Letter,UPHELD,2026-06-13,0,Margaret Lopez,45,Denied - exhausted appeals
APP-01011,DEN-001810,CLM-0010602,LOC-0026,MEDICARE,2026-04-02,First Level,Additional documentation provided,Prior Auth Letter,OVERTURNED,2026-05-28,1837.64,Karen Gonzalez,40,Still under review
APP-01012,DEN-001813,CLM-0010620,LOC-0048,UHC,2026-04-02,First Level,Additional documentation provided,Prior Auth Letter,PENDING,,0,Elizabeth Thomas,,Partial payment approved
APP-01013,DEN-001815,CLM-0010636,LOC-0252,AETNA,2026-03-01,First Level,CMN submitted,PFT Results,OVERTURNED,2026-04-23,503.07,Thomas Smith,45,Partial payment approved
APP-01014,DEN-001818,CLM-0010645,LOC-0425,MEDICARE,2026-04-06,First Level,Additional documentation provided,Prescription,UPHELD,2026-05-20,0,Susan Rodriguez,27,Documentation sufficient
APP-01015,DEN-001820,CLM-0010661,LOC-0027,MEDICAID,2026-05-15,First Level,Prior auth obtained retroactively,PFT Results,UPHELD,2026-06-06,0,Richard Smith,30,Still under review
APP-01016,DEN-001821,CLM-0010668,LOC-0182,AETNA,2026-04-13,First Level,Timely filing exception,CMN,PARTIAL,2026-05-26,1502.92,Joseph Moore,56,Documentation sufficient
APP-01017,DEN-001822,CLM-0010669,LOC-0402,MEDICARE,2026-03-14,First Level,CMN submitted,Prescription,OVERTURNED,2026-05-06,450.4,Sarah Anderson,24,Claim approved after review
APP-01018,DEN-001826,CLM-0010684,LOC-0596,AETNA,2026-03-09,First Level,Prior auth obtained retroactively,Medical Records,UPHELD,2026-03-21,0,Thomas Rodriguez,54,Partial payment approved
APP-01019,DEN-001830,CLM-0010713,LOC-0361,UHC,2026-02-20,First Level,CMN submitted,Prescription,UPHELD,2026-03-22,0,Nancy Martin,14,Denied - exhausted appeals
APP-01020,DEN-001832,CLM-0010721,LOC-0615,MEDICARE,2026-03-19,First Level,CMN submitted,Prior Auth Letter,UPHELD,2026-05-07,0,Sarah Williams,60,Claim approved after review
APP-01021,DEN-001834,CLM-0010734,LOC-0228,AETNA,2026-01-28,First Level,Coding correction,Prior Auth Letter,UPHELD,2026-03-18,0,David Taylor,48,Claim approved after review
APP-01022,DEN-001835,CLM-0010740,LOC-0035,MEDICARE,2026-03-09,Second Level,Prior auth obtained retroactively,PFT Results,PENDING,,0,William Miller,,Claim approved after review
APP-01023,DEN-001836,CLM-0010756,LOC-0604,MEDICARE,2026-04-01,Second Level,CMN submitted,CMN,PARTIAL,2026-05-18,1389.28,Margaret Davis,60,Partial payment approved
APP-01024,DEN-001837,CLM-0010774,LOC-0344,MEDICARE,2026-03-24,First Level,CMN submitted,Medical Records,UPHELD,2026-05-16,0,Susan Lopez,51,Denied - exhausted appeals
APP-01025,DEN-001838,CLM-0010780,LOC-0285,BCBS,2026-02-18,Second Level,Medical necessity proven,Medical Records,OVERTURNED,2026-03-26,144.84,Richard Jones,17,Still under review
APP-01026,DEN-001840,CLM-0010787,LOC-0311,MEDICAID,2026-03-12,First Level,Prior auth obtained retroactively,Prior Auth Letter,PARTIAL,2026-04-21,1514.99,Maria Wilson,52,Partial payment approved
APP-01027,DEN-001846,CLM-0010816,LOC-0489,MEDICARE,2026-04-05,First Level,Prior auth obtained retroactively,Sleep Study,OVERTURNED,2026-04-20,23.91,Elizabeth Johnson,51,Partial payment approved
APP-01028,DEN-001848,CLM-0010825,LOC-0323,MEDICARE,2026-02-25,First Level,CMN submitted,Prior Auth Letter,OVERTURNED,2026-03-30,924.55,David Wilson,50,Partial payment approved
APP-01029,DEN-001849,CLM-0010830,LOC-0665,MEDICARE,2026-03-03,First Level,CMN submitted,Sleep Study,PENDING,,0,Elizabeth Brown,,Partial payment approved
APP-01030,DEN-001850,CLM-0010832,LOC-0150,MEDICARE,2026-04-12,First Level,Additional documentation provided,PFT Results,UPHELD,2026-05-11,0,Lisa Johnson,42,Claim approved after review
APP-01031,DEN-001851,CLM-0010847,LOC-0240,BCBS,2026-03-05,First Level,Medical necessity proven,Prescription,UPHELD,2026-03-28,0,Linda Lopez,47,Denied - exhausted appeals
APP-01032,DEN-001855,CLM-0010875,LOC-0281,MEDICARE,2026-04-20,First Level,Prior auth obtained retroactively,Prior Auth Letter,UPHELD,2026-06-05,0,Lisa Williams,41,Documentation sufficient
APP-01033,DEN-001857,CLM-0010887,LOC-0124,MEDICARE,2026-04-25,First Level,Medical necessity proven,Medical Records,OVERTURNED,2026-05-20,1833.54,Michael Johnson,40,Denied - exhausted appeals
APP-01034,DEN-001859,CLM-0010892,LOC-0261,UHC,2026-04-27,First Level,Timely filing exception,Prior Auth Letter,UPHELD,2026-05-16,0,David Williams,34,Documentation sufficient
APP-01035,DEN-001862,CLM-0010897,LOC-0031,MEDICARE,2026-03-27,Second Level,Coding correction,Medical Records,OVERTURNED,2026-05-12,273.81,Maria Hernandez,33,Documentation sufficient
APP-01036,DEN-001863,CLM-0010900,LOC-0168,MEDICARE,2026-03-23,Second Level,Prior auth obtained retroactively,Medical Records,PENDING,,0,Richard Taylor,,Denied - exhausted appeals
APP-01037,DEN-001865,CLM-0010909,LOC-0298,MEDICARE,2026-02-17,First Level,Timely filing exception,CMN,OVERTURNED,2026-04-04,154.5,Robert Lopez,50,Documentation sufficient
APP-01038,DEN-001866,CLM-0010912,LOC-0118,MEDICARE,2026-02-24,First Level,Additional documentation provided,Prior Auth Letter,OVERTURNED,2026-04-17,562.4,David Martinez,28,Still under review
APP-01039,DEN-001868,CLM-0010919,LOC-0386,UHC,2026-03-25,Second Level,Prior auth obtained retroactively,Prior Auth Letter,UPHELD,2026-05-03,0,William Thomas,19,Denied - exhausted appeals
APP-01040,DEN-001869,CLM-0010925,LOC-0232,MEDICAID,2026-03-16,First Level,CMN submitted,Prior Auth Letter,PENDING,,0,Karen Lopez,,Denied - exhausted appeals
APP-01041,DEN-001870,CLM-0010929,LOC-0141,UHC,2026-02-10,First Level,CMN submitted,Prescription,UPHELD,2026-02-28,0,Karen Johnson,38,Partial payment approved
APP-01042,DEN-001871,CLM-0010932,LOC-0448,AETNA,2026-03-27,First Level,CMN submitted,CMN,OVERTURNED,2026-05-02,522.54,Jennifer Martin,41,Documentation sufficient
APP-01043,DEN-001872,CLM-0010933,LOC-0072,MEDICARE,2026-03-29,First Level,CMN submitted,PFT Results,PENDING,,0,Robert Hernandez,,Still under review
APP-01044,DEN-001874,CLM-0010939,LOC-0431,MEDICAID,2026-03-09,First Level,Additional documentation provided,Sleep Study,OVERTURNED,2026-03-30,973.06,Thomas Miller,11,Claim approved after review
APP-01045,DEN-001876,CLM-0010955,LOC-0544,MEDICAID,2026-01-20,First Level,Medical necessity proven,CMN,OVERTURNED,2026-02-27,388.77,Jennifer Rodriguez,34,Partial payment approved
APP-01046,DEN-001877,CLM-0010958,LOC-0410,MEDICARE,2026-02-21,First Level,Timely filing exception,CMN,PENDING,,0,William Wilson,,Still under review
